CALENDAR_YEAR,LOCATION_ID,LOCATION,AGE_GROUP_PUBLIC,EXPERIENCING_HOMELESSNESS_CNT
2019,CA-612,Glendale CoC (Los Angeles County),35-44,53
2019,CA-612,Glendale CoC (Los Angeles County),45-54,47
2019,CA-612,Glendale CoC (Los Angeles County),55-64,50
2019,CA-612,Glendale CoC (Los Angeles County),65+,19
2019,CA-612,Glendale CoC (Los Angeles County),Under 18,168
2019,CA-612,Glendale CoC (Los Angeles County),Unknown,*
2019,CA-613,Imperial County CoC,18-24,70
2019,CA-613,Imperial County CoC,25-34,117
2019,CA-613,Imperial County CoC,35-44,101
2019,CA-613,Imperial County CoC,45-54,91
2019,CA-613,Imperial County CoC,55-64,82
2019,CA-613,Imperial County CoC,65+,41
2019,CA-613,Imperial County CoC,Under 18,306
2019,CA-613,Imperial County CoC,Unknown,21
2019,CA-614,San Luis Obispo County CoC,18-24,152
2019,CA-614,San Luis Obispo County CoC,25-34,349
2019,CA-614,San Luis Obispo County CoC,35-44,279
2019,CA-614,San Luis Obispo County CoC,45-54,290
2019,CA-614,San Luis Obispo County CoC,55-64,253
2019,CA-614,San Luis Obispo County CoC,65+,129
2019,CA-614,San Luis Obispo County CoC,Under 18,566
2019,CA-614,San Luis Obispo County CoC,Unknown,43
2020,All,California,18-24,17810
2020,All,California,25-34,34768
2020,All,California,35-44,33791
2020,All,California,45-54,32298
2020,All,California,55-64,33167
2020,All,California,65+,13756
2020,All,California,Under 18,55629
2020,All,California,Unknown,4463
2020,CA-500,Santa Clara County CoC,18-24,980
2020,CA-500,Santa Clara County CoC,25-34,2005
2020,CA-500,Santa Clara County CoC,35-44,2156
2020,CA-500,Santa Clara County CoC,45-54,2155
2020,CA-500,Santa Clara County CoC,55-64,2259
2020,CA-500,Santa Clara County CoC,65+,968
2020,CA-500,Santa Clara County CoC,Under 18,3061
2020,CA-500,Santa Clara County CoC,Unknown,198
2020,CA-501,San Francisco CoC,18-24,1069
2020,CA-501,San Francisco CoC,25-34,1833
2020,CA-501,San Francisco CoC,35-44,1801
2020,CA-501,San Francisco CoC,45-54,1678
2020,CA-501,San Francisco CoC,55-64,1683
2020,CA-501,San Francisco CoC,65+,749
2020,CA-501,San Francisco CoC,Under 18,2698
2020,CA-501,San Francisco CoC,Unknown,172
2020,CA-502,Alameda County CoC,18-24,768
2020,CA-502,Alameda County CoC,25-34,1351
2020,CA-502,Alameda County CoC,35-44,1426
2020,CA-502,Alameda County CoC,45-54,1530
2020,CA-502,Alameda County CoC,55-64,1707
2020,CA-502,Alameda County CoC,65+,737
2020,CA-502,Alameda County CoC,Under 18,1741
2020,CA-502,Alameda County CoC,Unknown,99
2020,CA-503,Sacramento County CoC,18-24,965
2020,CA-503,Sacramento County CoC,25-34,1293
2020,CA-503,Sacramento County CoC,35-44,1237
2020,CA-503,Sacramento County CoC,45-54,1355
2020,CA-503,Sacramento County CoC,55-64,1475
2020,CA-503,Sacramento County CoC,65+,512
2020,CA-503,Sacramento County CoC,Under 18,3080
2020,CA-503,Sacramento County CoC,Unknown,153
2020,CA-504,Sonoma County CoC,18-24,277
2020,CA-504,Sonoma County CoC,25-34,517
2020,CA-504,Sonoma County CoC,35-44,589
2020,CA-504,Sonoma County CoC,45-54,673
2020,CA-504,Sonoma County CoC,55-64,659
2020,CA-504,Sonoma County CoC,65+,294
2020,CA-504,Sonoma County CoC,Under 18,675
2020,CA-504,Sonoma County CoC,Unknown,36
2020,CA-505,Contra Costa County CoC,18-24,430
2020,CA-505,Contra Costa County CoC,25-34,997
2020,CA-505,Contra Costa County CoC,35-44,1049
2020,CA-505,Contra Costa County CoC,45-54,1017
2020,CA-505,Contra Costa County CoC,55-64,1179
2020,CA-505,Contra Costa County CoC,65+,495
2020,CA-505,Contra Costa County CoC,Under 18,1225
2020,CA-505,Contra Costa County CoC,Unknown,54
2020,CA-506,"Monterey, San Benito Counties CoC",18-24,164
2020,CA-506,"Monterey, San Benito Counties CoC",25-34,312
2020,CA-506,"Monterey, San Benito Counties CoC",35-44,329
2020,CA-506,"Monterey, San Benito Counties CoC",45-54,276
2020,CA-506,"Monterey, San Benito Counties CoC",55-64,292
2020,CA-506,"Monterey, San Benito Counties CoC",65+,127
2020,CA-506,"Monterey, San Benito Counties CoC",Under 18,625
2020,CA-506,"Monterey, San Benito Counties CoC",Unknown,42
2020,CA-507,Marin County CoC,18-24,57
2020,CA-507,Marin County CoC,25-34,156
2020,CA-507,Marin County CoC,35-44,154
2020,CA-507,Marin County CoC,45-54,156
2020,CA-507,Marin County CoC,55-64,176
2020,CA-507,Marin County CoC,65+,111
2020,CA-507,Marin County CoC,Under 18,321
2020,CA-507,Marin County CoC,Unknown,15
2020,CA-508,Santa Cruz County CoC,18-24,151
2020,CA-508,Santa Cruz County CoC,25-34,384
2020,CA-508,Santa Cruz County CoC,35-44,420
2020,CA-508,Santa Cruz County CoC,45-54,376
2020,CA-508,Santa Cruz County CoC,55-64,362
2020,CA-508,Santa Cruz County CoC,65+,218
2020,CA-508,Santa Cruz County CoC,Under 18,471
2020,CA-508,Santa Cruz County CoC,Unknown,49
2020,CA-509,Mendocino County CoC,18-24,59
2020,CA-509,Mendocino County CoC,25-34,166
2020,CA-509,Mendocino County CoC,35-44,193
2020,CA-509,Mendocino County CoC,45-54,200
2020,CA-509,Mendocino County CoC,55-64,154
2020,CA-509,Mendocino County CoC,65+,79
2020,CA-509,Mendocino County CoC,Under 18,135
2020,CA-509,Mendocino County CoC,Unknown,*
2020,CA-510,Stanislaus County CoC,18-24,425
2020,CA-510,Stanislaus County CoC,25-34,780
2020,CA-510,Stanislaus County CoC,35-44,797
2020,CA-510,Stanislaus County CoC,45-54,640
2020,CA-510,Stanislaus County CoC,55-64,651
2020,CA-510,Stanislaus County CoC,65+,194
2020,CA-510,Stanislaus County CoC,Under 18,1342
2020,CA-510,Stanislaus County CoC,Unknown,68
2020,CA-511,San Joaquin County CoC,18-24,620
2020,CA-511,San Joaquin County CoC,25-34,1319
2020,CA-511,San Joaquin County CoC,35-44,1076
2020,CA-511,San Joaquin County CoC,45-54,832
2020,CA-511,San Joaquin County CoC,55-64,684
2020,CA-511,San Joaquin County CoC,65+,288
2020,CA-511,San Joaquin County CoC,Under 18,2901
2020,CA-511,San Joaquin County CoC,Unknown,126
2020,CA-512,San Mateo County CoC,18-24,242
2020,CA-512,San Mateo County CoC,25-34,696
2020,CA-512,San Mateo County CoC,35-44,649
2020,CA-512,San Mateo County CoC,45-54,703
2020,CA-512,San Mateo County CoC,55-64,717
2020,CA-512,San Mateo County CoC,65+,292
2020,CA-512,San Mateo County CoC,Under 18,992
2020,CA-512,San Mateo County CoC,Unknown,65
2020,CA-513,"Kings, Tulare Counties CoC",18-24,299
2020,CA-513,"Kings, Tulare Counties CoC",25-34,561
2020,CA-513,"Kings, Tulare Counties CoC",35-44,605
2020,CA-513,"Kings, Tulare Counties CoC",45-54,469
2020,CA-513,"Kings, Tulare Counties CoC",55-64,332
2020,CA-513,"Kings, Tulare Counties CoC",65+,89
2020,CA-513,"Kings, Tulare Counties CoC",Under 18,926
2020,CA-513,"Kings, Tulare Counties CoC",Unknown,44
2020,CA-514,"Fresno, Madera Counties CoC",18-24,263
2020,CA-514,"Fresno, Madera Counties CoC",25-34,646
2020,CA-514,"Fresno, Madera Counties CoC",35-44,795
2020,CA-514,"Fresno, Madera Counties CoC",45-54,758
2020,CA-514,"Fresno, Madera Counties CoC",55-64,658
2020,CA-514,"Fresno, Madera Counties CoC",65+,255
2020,CA-514,"Fresno, Madera Counties CoC",Under 18,833
2020,CA-514,"Fresno, Madera Counties CoC",Unknown,48
2020,CA-515,Placer County CoC,18-24,110
2020,CA-515,Placer County CoC,25-34,306
2020,CA-515,Placer County CoC,35-44,305
2020,CA-515,Placer County CoC,45-54,305
2020,CA-515,Placer County CoC,55-64,253
2020,CA-515,Placer County CoC,65+,116
2020,CA-515,Placer County CoC,Under 18,358
2020,CA-515,Placer County CoC,Unknown,24
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,84
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,235
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,212
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,177
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,253
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,104
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,217
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,202
2020,CA-517,Napa County CoC,18-24,115
2020,CA-517,Napa County CoC,25-34,252
2020,CA-517,Napa County CoC,35-44,234
2020,CA-517,Napa County CoC,45-54,259
2020,CA-517,Napa County CoC,55-64,214
2020,CA-517,Napa County CoC,65+,108
2020,CA-517,Napa County CoC,Under 18,199
2020,CA-517,Napa County CoC,Unknown,*
2020,CA-518,Solano County CoC,18-24,75
2020,CA-518,Solano County CoC,25-34,222
2020,CA-518,Solano County CoC,35-44,261
2020,CA-518,Solano County CoC,45-54,250
2020,CA-518,Solano County CoC,55-64,273
2020,CA-518,Solano County CoC,65+,125
2020,CA-518,Solano County CoC,Under 18,217
2020,CA-518,Solano County CoC,Unknown,*
2020,CA-519,Butte County CoC,18-24,121
2020,CA-519,Butte County CoC,25-34,319
2020,CA-519,Butte County CoC,35-44,332
2020,CA-519,Butte County CoC,45-54,311
2020,CA-519,Butte County CoC,55-64,307
2020,CA-519,Butte County CoC,65+,154
2020,CA-519,Butte County CoC,Under 18,305
2020,CA-519,Butte County CoC,Unknown,29
2020,CA-520,Merced County CoC,18-24,220
2020,CA-520,Merced County CoC,25-34,450
2020,CA-520,Merced County CoC,35-44,393
2020,CA-520,Merced County CoC,45-54,264
2020,CA-520,Merced County CoC,55-64,225
2020,CA-520,Merced County CoC,65+,67
2020,CA-520,Merced County CoC,Under 18,1032
2020,CA-520,Merced County CoC,Unknown,66
2020,CA-521,Yolo County CoC,18-24,102
2020,CA-521,Yolo County CoC,25-34,223
2020,CA-521,Yolo County CoC,35-44,265
2020,CA-521,Yolo County CoC,45-54,225
2020,CA-521,Yolo County CoC,55-64,242
2020,CA-521,Yolo County CoC,65+,110
2020,CA-521,Yolo County CoC,Under 18,419
2020,CA-521,Yolo County CoC,Unknown,19
2020,CA-522,Humboldt County CoC,18-24,86
2020,CA-522,Humboldt County CoC,25-34,235
2020,CA-522,Humboldt County CoC,35-44,501
2020,CA-522,Humboldt County CoC,45-54,320
2020,CA-522,Humboldt County CoC,55-64,259
2020,CA-522,Humboldt County CoC,65+,141
2020,CA-522,Humboldt County CoC,Under 18,214
2020,CA-522,Humboldt County CoC,Unknown,36
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,66
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,103
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,54
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,31
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,32
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,16
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,198
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,19
2020,CA-524,"Yuba, Sutter Counties CoC",18-24,53
2020,CA-524,"Yuba, Sutter Counties CoC",25-34,104
2020,CA-524,"Yuba, Sutter Counties CoC",35-44,90
2020,CA-524,"Yuba, Sutter Counties CoC",45-54,61
2020,CA-524,"Yuba, Sutter Counties CoC",55-64,74
2020,CA-524,"Yuba, Sutter Counties CoC",65+,42
2020,CA-524,"Yuba, Sutter Counties CoC",Under 18,271
2020,CA-524,"Yuba, Sutter Counties CoC",Unknown,19
2020,CA-525,El Dorado County CoC,18-24,*
2020,CA-525,El Dorado County CoC,25-34,16
2020,CA-525,El Dorado County CoC,35-44,25
2020,CA-525,El Dorado County CoC,45-54,29
2020,CA-525,El Dorado County CoC,55-64,55
2020,CA-525,El Dorado County CoC,65+,35
2020,CA-525,El Dorado County CoC,Under 18,107
2020,CA-525,El Dorado County CoC,Unknown,*
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,17
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,45
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,64
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,44
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,52
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,12
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,87
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Unknown,*
2020,CA-527,Tehama County CoC,18-24,33
2020,CA-527,Tehama County CoC,25-34,85
2020,CA-527,Tehama County CoC,35-44,93
2020,CA-527,Tehama County CoC,45-54,65
2020,CA-527,Tehama County CoC,55-64,81
2020,CA-527,Tehama County CoC,65+,32
2020,CA-527,Tehama County CoC,Under 18,53
2020,CA-527,Tehama County CoC,Unknown,*
2020,CA-529,Lake County CoC,18-24,20
2020,CA-529,Lake County CoC,25-34,34
2020,CA-529,Lake County CoC,35-44,38
2020,CA-529,Lake County CoC,45-54,24
2020,CA-529,Lake County CoC,55-64,45
2020,CA-529,Lake County CoC,65+,13
2020,CA-529,Lake County CoC,Under 18,45
2020,CA-529,Lake County CoC,Unknown,*
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,14
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,39
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,33
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,27
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,36
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,22
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,48
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",Unknown,*
2020,CA-531,Nevada County CoC,18-24,39
2020,CA-531,Nevada County CoC,25-34,105
2020,CA-531,Nevada County CoC,35-44,113
2020,CA-531,Nevada County CoC,45-54,124
2020,CA-531,Nevada County CoC,55-64,126
2020,CA-531,Nevada County CoC,65+,44
2020,CA-531,Nevada County CoC,Under 18,23
2020,CA-531,Nevada County CoC,Unknown,*
2020,CA-600,Los Angeles County CoC,18-24,5300
2020,CA-600,Los Angeles County CoC,25-34,9047
2020,CA-600,Los Angeles County CoC,35-44,7906
2020,CA-600,Los Angeles County CoC,45-54,7573
2020,CA-600,Los Angeles County CoC,55-64,7970
2020,CA-600,Los Angeles County CoC,65+,3182
2020,CA-600,Los Angeles County CoC,Under 18,14879
2020,CA-600,Los Angeles County CoC,Unknown,981
2020,CA-601,San Diego County CoC,18-24,1626
2020,CA-601,San Diego County CoC,25-34,3261
2020,CA-601,San Diego County CoC,35-44,3252
2020,CA-601,San Diego County CoC,45-54,3446
2020,CA-601,San Diego County CoC,55-64,3639
2020,CA-601,San Diego County CoC,65+,1430
2020,CA-601,San Diego County CoC,Under 18,3288
2020,CA-601,San Diego County CoC,Unknown,939
2020,CA-602,Orange County CoC,18-24,625
2020,CA-602,Orange County CoC,25-34,2029
2020,CA-602,Orange County CoC,35-44,1918
2020,CA-602,Orange County CoC,45-54,2063
2020,CA-602,Orange County CoC,55-64,2067
2020,CA-602,Orange County CoC,65+,816
2020,CA-602,Orange County CoC,Under 18,2811
2020,CA-602,Orange County CoC,Unknown,193
2020,CA-603,Santa Barbara County CoC,18-24,208
2020,CA-603,Santa Barbara County CoC,25-34,432
2020,CA-603,Santa Barbara County CoC,35-44,489
2020,CA-603,Santa Barbara County CoC,45-54,475
2020,CA-603,Santa Barbara County CoC,55-64,580
2020,CA-603,Santa Barbara County CoC,65+,243
2020,CA-603,Santa Barbara County CoC,Under 18,511
2020,CA-603,Santa Barbara County CoC,Unknown,38
2020,CA-604,Kern County CoC,18-24,382
2020,CA-604,Kern County CoC,25-34,818
2020,CA-604,Kern County CoC,35-44,824
2020,CA-604,Kern County CoC,45-54,717
2020,CA-604,Kern County CoC,55-64,606
2020,CA-604,Kern County CoC,65+,175
2020,CA-604,Kern County CoC,Under 18,2116
2020,CA-604,Kern County CoC,Unknown,124
2020,CA-606,Long Beach CoC (Los Angeles County),18-24,155
2020,CA-606,Long Beach CoC (Los Angeles County),25-34,421
2020,CA-606,Long Beach CoC (Los Angeles County),35-44,395
2020,CA-606,Long Beach CoC (Los Angeles County),45-54,464
2020,CA-606,Long Beach CoC (Los Angeles County),55-64,608
2020,CA-606,Long Beach CoC (Los Angeles County),65+,337
2020,CA-606,Long Beach CoC (Los Angeles County),Under 18,681
2020,CA-606,Long Beach CoC (Los Angeles County),Unknown,41
2020,CA-607,Pasadena CoC (Los Angeles County),18-24,71
2020,CA-607,Pasadena CoC (Los Angeles County),25-34,140
2020,CA-607,Pasadena CoC (Los Angeles County),35-44,126
2020,CA-607,Pasadena CoC (Los Angeles County),45-54,147
2020,CA-607,Pasadena CoC (Los Angeles County),55-64,182
2020,CA-607,Pasadena CoC (Los Angeles County),65+,71
2020,CA-607,Pasadena CoC (Los Angeles County),Under 18,170
2020,CA-607,Pasadena CoC (Los Angeles County),Unknown,12
2020,CA-608,Riverside County CoC,18-24,770
2020,CA-608,Riverside County CoC,25-34,1585
2020,CA-608,Riverside County CoC,35-44,1475
2020,CA-608,Riverside County CoC,45-54,1241
2020,CA-608,Riverside County CoC,55-64,1169
2020,CA-608,Riverside County CoC,65+,556
2020,CA-608,Riverside County CoC,Under 18,2329
2020,CA-608,Riverside County CoC,Unknown,144
2020,CA-609,San Bernardino County CoC,18-24,794
2020,CA-609,San Bernardino County CoC,25-34,1417
2020,CA-609,San Bernardino County CoC,35-44,1209
2020,CA-609,San Bernardino County CoC,45-54,964
2020,CA-609,San Bernardino County CoC,55-64,959
2020,CA-609,San Bernardino County CoC,65+,380
2020,CA-609,San Bernardino County CoC,Under 18,3377
2020,CA-609,San Bernardino County CoC,Unknown,292
2020,CA-611,Ventura County CoC,18-24,100
2020,CA-611,Ventura County CoC,25-34,273
2020,CA-611,Ventura County CoC,35-44,379
2020,CA-611,Ventura County CoC,45-54,409
2020,CA-611,Ventura County CoC,55-64,528
2020,CA-611,Ventura County CoC,65+,248
2020,CA-611,Ventura County CoC,Under 18,316
2020,CA-611,Ventura County CoC,Unknown,13
2020,CA-612,Glendale CoC (Los Angeles County),18-24,29
2020,CA-612,Glendale CoC (Los Angeles County),25-34,78
2020,CA-612,Glendale CoC (Los Angeles County),35-44,50
2020,CA-612,Glendale CoC (Los Angeles County),45-54,57
2020,CA-612,Glendale CoC (Los Angeles County),55-64,76
2020,CA-612,Glendale CoC (Los Angeles County),65+,30
2020,CA-612,Glendale CoC (Los Angeles County),Under 18,160
2020,CA-612,Glendale CoC (Los Angeles County),Unknown,16
2020,CA-613,Imperial County CoC,18-24,75
2020,CA-613,Imperial County CoC,25-34,147
2020,CA-613,Imperial County CoC,35-44,121
2020,CA-613,Imperial County CoC,45-54,112
2020,CA-613,Imperial County CoC,55-64,100
2020,CA-613,Imperial County CoC,65+,50
2020,CA-613,Imperial County CoC,Under 18,376
2020,CA-613,Imperial County CoC,Unknown,28
2020,CA-614,San Luis Obispo County CoC,18-24,108
2020,CA-614,San Luis Obispo County CoC,25-34,235
2020,CA-614,San Luis Obispo County CoC,35-44,261
2020,CA-614,San Luis Obispo County CoC,45-54,213
2020,CA-614,San Luis Obispo County CoC,55-64,220
2020,CA-614,San Luis Obispo County CoC,65+,112
2020,CA-614,San Luis Obispo County CoC,Under 18,517
2020,CA-614,San Luis Obispo County CoC,Unknown,35
2021,All,California,18-24,18816
2021,All,California,25-34,38225
2021,All,California,35-44,37741
2021,All,California,45-54,34764
2021,All,California,55-64,35839
2021,All,California,65+,15395
2021,All,California,Under 18,56669
2021,All,California,Unknown,7495
2021,CA-500,Santa Clara County CoC,18-24,1128
2021,CA-500,Santa Clara County CoC,25-34,2272
2021,CA-500,Santa Clara County CoC,35-44,2527
2021,CA-500,Santa Clara County CoC,45-54,2277
2021,CA-500,Santa Clara County CoC,55-64,2437
2021,CA-500,Santa Clara County CoC,65+,1036
2021,CA-500,Santa Clara County CoC,Under 18,3401
2021,CA-500,Santa Clara County CoC,Unknown,235
2021,CA-501,San Francisco CoC,18-24,1222
2021,CA-501,San Francisco CoC,25-34,2281
2021,CA-501,San Francisco CoC,35-44,2361
2021,CA-501,San Francisco CoC,45-54,2004
2021,CA-501,San Francisco CoC,55-64,1902
2021,CA-501,San Francisco CoC,65+,910
2021,CA-501,San Francisco CoC,Under 18,3391
2021,CA-501,San Francisco CoC,Unknown,225
2021,CA-502,Alameda County CoC,18-24,794
2021,CA-502,Alameda County CoC,25-34,1555
2021,CA-502,Alameda County CoC,35-44,1520
2021,CA-502,Alameda County CoC,45-54,1664
2021,CA-502,Alameda County CoC,55-64,1891
2021,CA-502,Alameda County CoC,65+,839
2021,CA-502,Alameda County CoC,Under 18,1954
2021,CA-502,Alameda County CoC,Unknown,122
2021,CA-503,Sacramento County CoC,18-24,982
2021,CA-503,Sacramento County CoC,25-34,1350
2021,CA-503,Sacramento County CoC,35-44,1449
2021,CA-503,Sacramento County CoC,45-54,1471
2021,CA-503,Sacramento County CoC,55-64,1623
2021,CA-503,Sacramento County CoC,65+,612
2021,CA-503,Sacramento County CoC,Under 18,2968
2021,CA-503,Sacramento County CoC,Unknown,209
2021,CA-504,Sonoma County CoC,18-24,275
2021,CA-504,Sonoma County CoC,25-34,483
2021,CA-504,Sonoma County CoC,35-44,502
2021,CA-504,Sonoma County CoC,45-54,561
2021,CA-504,Sonoma County CoC,55-64,614
2021,CA-504,Sonoma County CoC,65+,321
2021,CA-504,Sonoma County CoC,Under 18,652
2021,CA-504,Sonoma County CoC,Unknown,52
2021,CA-505,Contra Costa County CoC,18-24,565
2021,CA-505,Contra Costa County CoC,25-34,1161
2021,CA-505,Contra Costa County CoC,35-44,1150
2021,CA-505,Contra Costa County CoC,45-54,1153
2021,CA-505,Contra Costa County CoC,55-64,1207
2021,CA-505,Contra Costa County CoC,65+,509
2021,CA-505,Contra Costa County CoC,Under 18,1460
2021,CA-505,Contra Costa County CoC,Unknown,82
2021,CA-506,"Monterey, San Benito Counties CoC",18-24,192
2021,CA-506,"Monterey, San Benito Counties CoC",25-34,383
2021,CA-506,"Monterey, San Benito Counties CoC",35-44,392
2021,CA-506,"Monterey, San Benito Counties CoC",45-54,289
2021,CA-506,"Monterey, San Benito Counties CoC",55-64,337
2021,CA-506,"Monterey, San Benito Counties CoC",65+,166
2021,CA-506,"Monterey, San Benito Counties CoC",Under 18,583
2021,CA-506,"Monterey, San Benito Counties CoC",Unknown,35
2021,CA-507,Marin County CoC,18-24,112
2021,CA-507,Marin County CoC,25-34,237
2021,CA-507,Marin County CoC,35-44,231
2021,CA-507,Marin County CoC,45-54,257
2021,CA-507,Marin County CoC,55-64,292
2021,CA-507,Marin County CoC,65+,160
2021,CA-507,Marin County CoC,Under 18,324
2021,CA-507,Marin County CoC,Unknown,197
2021,CA-508,Santa Cruz County CoC,18-24,157
2021,CA-508,Santa Cruz County CoC,25-34,320
2021,CA-508,Santa Cruz County CoC,35-44,409
2021,CA-508,Santa Cruz County CoC,45-54,353
2021,CA-508,Santa Cruz County CoC,55-64,374
2021,CA-508,Santa Cruz County CoC,65+,239
2021,CA-508,Santa Cruz County CoC,Under 18,540
2021,CA-508,Santa Cruz County CoC,Unknown,57
2021,CA-509,Mendocino County CoC,18-24,67
2021,CA-509,Mendocino County CoC,25-34,224
2021,CA-509,Mendocino County CoC,35-44,265
2021,CA-509,Mendocino County CoC,45-54,231
2021,CA-509,Mendocino County CoC,55-64,168
2021,CA-509,Mendocino County CoC,65+,120
2021,CA-509,Mendocino County CoC,Under 18,238
2021,CA-509,Mendocino County CoC,Unknown,16
2021,CA-510,Stanislaus County CoC,18-24,449
2021,CA-510,Stanislaus County CoC,25-34,845
2021,CA-510,Stanislaus County CoC,35-44,844
2021,CA-510,Stanislaus County CoC,45-54,708
2021,CA-510,Stanislaus County CoC,55-64,715
2021,CA-510,Stanislaus County CoC,65+,245
2021,CA-510,Stanislaus County CoC,Under 18,1137
2021,CA-510,Stanislaus County CoC,Unknown,70
2021,CA-511,San Joaquin County CoC,18-24,564
2021,CA-511,San Joaquin County CoC,25-34,1157
2021,CA-511,San Joaquin County CoC,35-44,987
2021,CA-511,San Joaquin County CoC,45-54,755
2021,CA-511,San Joaquin County CoC,55-64,685
2021,CA-511,San Joaquin County CoC,65+,303
2021,CA-511,San Joaquin County CoC,Under 18,2252
2021,CA-511,San Joaquin County CoC,Unknown,149
2021,CA-512,San Mateo County CoC,18-24,248
2021,CA-512,San Mateo County CoC,25-34,687
2021,CA-512,San Mateo County CoC,35-44,700
2021,CA-512,San Mateo County CoC,45-54,757
2021,CA-512,San Mateo County CoC,55-64,818
2021,CA-512,San Mateo County CoC,65+,371
2021,CA-512,San Mateo County CoC,Under 18,934
2021,CA-512,San Mateo County CoC,Unknown,73
2021,CA-513,"Kings, Tulare Counties CoC",18-24,317
2021,CA-513,"Kings, Tulare Counties CoC",25-34,536
2021,CA-513,"Kings, Tulare Counties CoC",35-44,620
2021,CA-513,"Kings, Tulare Counties CoC",45-54,500
2021,CA-513,"Kings, Tulare Counties CoC",55-64,401
2021,CA-513,"Kings, Tulare Counties CoC",65+,123
2021,CA-513,"Kings, Tulare Counties CoC",Under 18,935
2021,CA-513,"Kings, Tulare Counties CoC",Unknown,56
2021,CA-514,"Fresno, Madera Counties CoC",18-24,394
2021,CA-514,"Fresno, Madera Counties CoC",25-34,1101
2021,CA-514,"Fresno, Madera Counties CoC",35-44,1285
2021,CA-514,"Fresno, Madera Counties CoC",45-54,1241
2021,CA-514,"Fresno, Madera Counties CoC",55-64,1036
2021,CA-514,"Fresno, Madera Counties CoC",65+,350
2021,CA-514,"Fresno, Madera Counties CoC",Under 18,831
2021,CA-514,"Fresno, Madera Counties CoC",Unknown,73
2021,CA-515,Placer County CoC,18-24,132
2021,CA-515,Placer County CoC,25-34,381
2021,CA-515,Placer County CoC,35-44,374
2021,CA-515,Placer County CoC,45-54,341
2021,CA-515,Placer County CoC,55-64,331
2021,CA-515,Placer County CoC,65+,140
2021,CA-515,Placer County CoC,Under 18,354
2021,CA-515,Placer County CoC,Unknown,35
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,129
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,277
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,317
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,245
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,308
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,149
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,351
